Table S1 Complied composational data for zircons from barren and fertile rocks from the lithature.,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITATION,LOCATION,LATITUDE (MIN.),LONGITUDE (MIN.),ROCK NAME,AGE(MA),Cu_tonnage_Mt,Comment,Feature,Ti,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Y,Hf,U,Th
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / CHONGDOI FORMATION,29.1553,89.045,NOT GIVEN,189,,Barren,0,4.81,42.08,108.87,14.75,76.27,22.05,1.67,44.2,12.93,172.74,59.5,265.08,62.32,644.14,84.75,1599.09,11617.33,422.12,296.8
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / CHONGDOI FORMATION,29.1553,89.045,NOT GIVEN,116,,Barren,0,9.15,,9.76,0.034,0.78,1.96,0.99,15.48,7,101.14,40.14,214.39,56.93,668.55,124.66,1296.42,11277.45,116.72,85.29
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / CHONGDOI FORMATION,29.1553,89.045,NOT GIVEN,118,,Barren,0,11.01,0.047,10.3,0.053,1.04,2.55,1.24,17.72,7.39,114.49,46.22,245.86,63.42,763.66,136.58,1462.98,11009.67,109.54,81.89
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1514,88.6203,NOT GIVEN,121,,Barren,0,16.11,0.439,28.22,0.166,1.33,3.58,0.436,18.37,6.6,90.07,35.54,168.99,42.16,458.24,64.02,1043.28,10040.68,308.01,219.23
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1514,88.6203,NOT GIVEN,101,,Barren,0,4.83,29.02,85.94,9.06,48.87,16.26,3.38,49.75,14.47,182.44,64.72,284.81,64.71,648.92,89.38,1769.86,7354.58,536.63,524.58
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1514,88.6203,NOT GIVEN,121,,Barren,0,22.21,,14.67,0.072,1.31,2.92,0.64,16.34,5.54,66.74,26.07,119.17,28.94,308.07,43.6,759.91,8217.94,118.2,98.49
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1514,88.6203,NOT GIVEN,108,,Barren,0,4.66,0.362,26.28,0.372,5.28,10.24,3.21,55.83,17.05,222.95,79.18,348,78.49,802.34,105.67,2122.46,7059.24,527.4,493.27
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1514,88.6203,NOT GIVEN,112,,Barren,0,14.82,,20.49,0.074,1.31,3.44,0.604,19.21,6.23,82.75,31.47,150.74,37.42,403.82,55.96,930.91,9179.55,205.08,169.01
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1514,88.6203,NOT GIVEN,106,,Barren,0,8.93,0.481,32.91,0.245,2.33,4.18,0.489,20.62,7.3,102.38,39.49,189.59,48.67,525.81,72.51,1149.84,9713.53,343.14,252.32
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1514,88.6203,NOT GIVEN,105,,Barren,0,4.4,37.17,112.48,12.56,69.53,21.77,2.9,54.86,15.51,195.39,67.79,298.88,71.58,725.74,100.57,1840.52,8182.8,479.96,355.57
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1514,88.6203,NOT GIVEN,103,,Barren,0,4.23,46.39,129.9,15.4,75.84,22.73,2.7,51.75,13.65,175.9,62.73,280.72,64.93,671.54,90.33,1765.97,7932.1,529.48,377.97
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1514,88.6203,NOT GIVEN,118,,Barren,0,32.15,0.27,14.95,0.116,1.6,3.18,0.754,18.42,6.13,80.31,28.7,135.16,34.14,370.83,53.52,863.46,8179.65,138.55,133.62
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1514,88.6203,NOT GIVEN,100,,Barren,0,5.13,2.76,29.61,0.909,6.29,7.29,1.71,38.52,12.46,162.17,59.49,263.08,61.54,633.88,86.91,1643.27,7820.8,455.34,422.05
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1514,88.6203,NOT GIVEN,97,,Barren,0,5.22,0.653,33.59,0.437,5.99,11.95,3.3,71.24,22.63,287.47,102.17,442.12,100.49,1007.5,137.6,2766.62,7759.28,678.48,658.45
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1514,88.6203,NOT GIVEN,100,,Barren,0,8.1,0.051,30.05,0.074,1.35,3.81,0.644,22.47,8,107.47,41.61,198.32,50.34,542.02,77.92,1221.55,10493.45,278.3,228.84
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1514,88.6203,NOT GIVEN,129,,Barren,0,21.19,9.22,29.38,3.27,17.78,7.17,1.157,22.77,6.68,85.87,31.58,144.21,34.44,361.37,52.37,892.16,7257.95,234.64,186.32
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1514,88.6203,NOT GIVEN,97,,Barren,0,21.63,,24.09,0.101,2.18,4.02,0.885,24.12,8.04,103.72,38,175.11,41.86,452.79,63.88,1120.12,9429.11,231.2,356.18
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1514,88.6203,NOT GIVEN,95,,Barren,0,11.61,1.073,10.25,0.243,2.29,3.74,1.12,21.29,7.24,101.22,39.39,191.37,48.27,522.15,79.56,1159.32,7429.53,208.55,162.35
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1514,88.6203,NOT GIVEN,88,,Barren,0,14.39,,19.86,0.08,1.14,2.9,0.587,17.75,6.27,82.57,30.41,145.21,35.8,378.24,55.73,902.79,9816.52,192.96,176.25
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1514,88.6203,NOT GIVEN,82,,Barren,0,4.39,6.96,37.72,2.24,13.45,8.34,1.92,39.59,13.02,169.96,62.68,279.15,63.31,633.4,93.47,1733.51,9084.06,445.07,437.61
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1514,88.6203,NOT GIVEN,90,,Barren,0,4.35,44.8,121.11,15.45,81.4,24.16,2.54,52.75,14.09,166.69,59.34,264.58,59.74,590.17,87.68,1663.24,9059.43,408.55,401.65
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1514,88.6203,NOT GIVEN,93,,Barren,0,9.05,,27.92,0.059,1.29,3.78,0.663,21.75,7.65,104.63,41.24,200,49.7,542.73,82.57,1222.5,11213.56,290.66,254.43
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1514,88.6203,NOT GIVEN,92,,Barren,0,17.04,15.74,56.08,4.7,24.35,8.57,1.02,28.95,8.45,109.4,40.17,186.18,45.79,479.87,71.74,1198.91,10218.14,223.13,236.6
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1317,88.6217,NOT GIVEN,105.9,,Barren,0,7.56,0.422,9.38,0.273,3.2,7.18,1.15,41.86,15.34,213.3,75.14,353.91,79.76,830.69,119.26,2104.53,11229.97,146.33,145.08
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1317,88.6217,NOT GIVEN,134,,Barren,0,19.55,,16.84,0.247,3.89,9.53,3.01,56.48,20.25,289.19,98.77,440.95,101.68,1110.38,142.53,2751.03,8769.88,152.25,141.97
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1317,88.6217,NOT GIVEN,272,,Barren,0,37.67,0.204,3.53,0.289,2.78,5.31,1.19,17.9,6.51,74.5,18.1,60.92,11.32,91.95,8.7,571.32,13520.68,187.16,124.47
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1317,88.6217,NOT GIVEN,131,,Barren,0,11.72,1.001,12.87,0.365,3.02,4.28,0.832,23.3,8.93,139.87,53.8,279.96,74.24,921.34,129.46,1675.14,10775.55,113.38,90.46
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1317,88.6217,NOT GIVEN,111,,Barren,0,13.49,0.888,12.92,0.418,3.28,4.66,1.45,23.69,8.19,112.15,38.26,180.64,44.92,548.25,74.06,1141.72,9761.29,59.09,36.25
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1317,88.6217,NOT GIVEN,160,,Barren,0,10.18,,9.44,0.126,2.01,4.86,1.7,22.1,7.22,97.54,32.9,158.67,40.97,493.21,68.66,1003.96,9503.62,271.39,157.45
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1317,88.6217,NOT GIVEN,106,,Barren,0,801.34,0.061,31.2,0.078,1.43,4.24,1.05,32.65,13.49,213.23,84.36,453.77,115.45,1288.35,235.22,2616.15,16386.39,251.61,201.05
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1317,88.6217,NOT GIVEN,187,,Barren,0,11.48,,21.27,0.071,1.75,3.68,1.04,21.85,8.54,133.18,51.58,282.47,74.3,894.64,172.19,1702.96,13081.8,146,178.43
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1317,88.6217,NOT GIVEN,115,,Barren,0,124.18,,3.09,0.177,2.62,4.2,1.12,16.96,6.36,76.95,19.07,67.75,12.87,105.61,10.26,627.53,12926.54,264.6,252.55
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1317,88.6217,NOT GIVEN,99.5,,Barren,0,38.53,0.07,26.3,0.076,1.5,3.51,1.52,18.28,6.18,88.43,31.47,157.57,42.65,526.33,82.81,992.8,10826.02,184.5,157.28
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1317,88.6217,NOT GIVEN,114,,Barren,0,44.25,0.594,15.12,0.247,2.49,4.48,0.84,20.01,7.13,101.66,35.85,172.37,44.91,491.43,74.03,1068.15,11934.21,210.61,207.81
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1317,88.6217,NOT GIVEN,102,,Barren,0,12.07,5.2,35.77,1.54,7.92,5.52,1.21,23.5,7.81,111.06,39.2,190.83,50.32,618.32,84.57,1207.19,10687.27,92.49,70.17
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1317,88.6217,NOT GIVEN,116,,Barren,0,26.17,,16.66,0.094,1.5,4.42,2.3,31.86,11.16,157.34,53.2,243.42,59.39,682.64,92.06,1576.84,9567.76,45.99,27.62
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1317,88.6217,NOT GIVEN,112,,Barren,0,15.85,0.065,6.82,0.058,0.61,1.36,0.541,9.88,3.71,54.93,20.99,108.67,30.36,395.43,59.02,669.25,10412.59,76.36,63.74
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1317,88.6217,NOT GIVEN,244,,Barren,0,127.05,,3.07,0.18,2.31,4.42,1.15,16.83,6.37,76.41,18.98,67.21,12.9,105.94,10.56,619.5,13172.51,144.3,54.96
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1317,88.6217,NOT GIVEN,123,,Barren,0,29.32,0.363,7.33,0.09,0.71,1.37,0.331,8.92,3.73,57.12,21.21,111.63,31.75,412.52,60.22,685.64,12793.25,247.62,316.14
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1317,88.6217,NOT GIVEN,110,,Barren,0,13.18,1.27,29.65,0.406,3,4.97,1.09,22.53,7.96,110.45,38.01,188.9,48.52,576.19,81.35,1191.37,10952.02,93.24,67.9
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.1317,88.6217,NOT GIVEN,166,,Barren,0,15.73,,11.85,0.097,1.52,4.76,1.43,25.81,9.59,147.85,53.29,262.8,65.48,773.88,108.95,1573.34,10745.24,131.92,77.2
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.2681,88.6139,NOT GIVEN,138,,Barren,0,14.7,,6.78,0.078,0.75,1.66,0.81,6.95,2.27,31.32,13.63,70.75,20.53,265.78,43.74,431.69,7222.62,82.41,46.37
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.2681,88.6139,NOT GIVEN,98,,Barren,0,15.17,,8.62,,1,1.71,0.86,9.26,3.13,45.21,18.21,98.06,27.99,353.92,57.75,612.51,7139.72,122.56,73.09
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.2681,88.6139,NOT GIVEN,127,,Barren,0,12.46,,8.63,0.061,1.09,1.74,0.88,8.7,3.07,40.7,15.24,77.36,21.78,271.88,43.15,498.11,7904.16,103.67,79.53
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.2681,88.6139,NOT GIVEN,113,,Barren,0,17,,9.86,0.073,1.04,1.59,0.97,10.51,3.61,52.98,22.26,116.34,31.85,395.93,64.38,718.71,7235.54,141.03,100.53
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.2681,88.6139,NOT GIVEN,125,,Barren,0,11.49,,7.07,0.081,1.21,2.1,0.895,9.25,2.76,38.91,14.87,74.56,20.32,256.35,42.19,472.55,7707.39,83.86,55.51
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.2681,88.6139,NOT GIVEN,197,,Barren,0,8.62,0.185,6.75,0.075,0.64,0.65,0.307,3.58,1.107,15.09,5.58,27.09,7.95,99.37,16.19,178.01,8540.07,63.41,43.38
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.2681,88.6139,NOT GIVEN,99,,Barren,0,12.46,0.744,7.95,0.183,1.3,1.59,0.658,7.02,2.24,31.89,12.33,63.14,17.7,224.88,37.83,390.37,7890.68,73.49,44.26
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.2681,88.6139,NOT GIVEN,119,,Barren,0,7.94,,13.46,,0.75,2.06,0.93,10.27,3.28,44.05,16.68,81.17,21.84,273.57,42.51,520.04,8675.03,166.68,149.87
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.2681,88.6139,NOT GIVEN,113,,Barren,0,16.44,,14.39,0.098,1.27,2.59,1.36,15.01,5.24,75.69,30.75,155.54,41.13,514.27,78.43,966.5,7145.6,205.1,181.86
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.2681,88.6139,NOT GIVEN,104,,Barren,0,11.27,17.82,41.98,4.44,19.36,5.01,1.28,11.12,2.93,36.61,13.39,66.02,17.8,213.06,33.75,416.65,8035.04,71.95,57.68
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.2681,88.6139,NOT GIVEN,111,,Barren,0,13.68,,7.23,0.073,0.75,1.74,0.76,9.52,3.12,38.41,15.31,77.98,22.3,272.25,41.43,467.14,7383.65,57.33,35.94
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.2681,88.6139,NOT GIVEN,130,,Barren,0,10.74,,7.29,0.115,1.94,2.73,1.15,11.24,3.42,42.56,15.6,73.85,19.81,246.91,38.6,474.24,8439.57,86.83,81.46
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.2681,88.6139,NOT GIVEN,130,,Barren,0,20.46,0.103,10.01,0.165,2.63,3.31,1.57,15.91,4.45,56.39,21.47,102.98,27.41,336.11,50.59,650.26,7223.48,120.77,100.91
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.2681,88.6139,NOT GIVEN,119,,Barren,0,9.02,,9.61,0.052,0.59,1.39,0.719,7.31,2.43,34.15,13.29,69.38,18.8,237.17,39.2,429.72,8818.69,114.62,83.84
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.2681,88.6139,NOT GIVEN,152,,Barren,0,16.06,,6.33,0.05,0.72,1.27,0.684,6.83,2.15,30.21,12.06,64.27,18.11,231.82,38.87,390.84,7516.89,71.12,42.18
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.2681,88.6139,NOT GIVEN,108,,Barren,0,16.68,0.085,17.74,0.4,5.95,9.87,4.53,39.61,10.89,131.13,44.96,205.69,52.64,616.82,94.94,1370.94,7754.3,219.16,275.77
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.2681,88.6139,NOT GIVEN,133,,Barren,0,12.6,0.0143,9,,0.85,2.08,0.875,8.84,2.97,43.51,17.92,97.18,27.96,357.33,58.66,591.28,8264.57,115.37,71.6
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.2681,88.6139,NOT GIVEN,91,,Barren,0,10.3,8.75,26.58,2.26,10.07,2.24,0.876,8.54,2.62,34.6,13.21,67.38,18.04,220.17,36.98,423.49,10444.85,107.25,89.83
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.2681,88.6139,NOT GIVEN,94,,Barren,0,31.82,0.269,10.02,0.159,2.35,3.56,1.56,14.36,4.4,55.11,19.29,92.48,23.99,297.06,46.91,606.89,8588.11,101.58,107.02
[19321] DAI JIN-GEN (2015),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / TIBET / NGAMRING FORMATION,29.2681,88.6139,NOT GIVEN,94,,Barren,0,10.51,,10.59,,0.8,1.78,0.832,8.77,2.94,40.24,15.97,80.34,22.27,275.05,45.04,503.7,9268.92,122.24,112.3
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / GUANGDONG PROVINCE / GUIDONG BATHOLITH - LUXI INTRUSION,24.5,114,GRANITE,235,,Barren,0,7.921528656,0.011210913,22.86498291,0.072,1.712787198,3.42293823,0.538720226,19.0087061,6.392637553,77.77218971,28.14134126,131.4946648,26.60953531,280.388182,48.07513654,931.3192083,11428.77045,328.9179314,188.6010226
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / GUANGDONG PROVINCE / GUIDONG BATHOLITH - LUXI INTRUSION,24.5,114,GRANITE,235,,Barren,0,7.054804503,0.0233,20.12540811,0.0485,1.410362511,3.251074467,0.462906387,18.77093311,6.344994079,80.67267142,29.33611487,136.5231085,28.39915534,309.4626102,52.27685463,987.4019948,11256.67946,343.8094026,166.301353
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / GUANGDONG PROVINCE / GUIDONG BATHOLITH - LUXI INTRUSION,24.5,114,GRANITE,235,,Barren,0,8.796375958,0.0262,19.04498029,0.133840664,2.194779947,5.066429037,0.72993761,27.70056131,9.329152229,107.211313,38.33873364,175.6241448,36.09965951,378.0068751,63.85602933,1283.908839,10931.57906,280.0236368,171.7469487
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / GUANGDONG PROVINCE / GUIDONG BATHOLITH - LUXI INTRUSION,24.5,114,GRANITE,235,,Barren,0,6.909872028,,22.20346301,0.0699,1.649090787,3.511509674,0.533693881,17.53609195,6.10532478,74.88394528,27.42957413,126.9593146,26.46466267,289.0826485,49.62725126,908.7977314,11943.38114,364.9928611,182.7216438
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / GUANGDONG PROVINCE / GUIDONG BATHOLITH - LUXI INTRUSION,24.5,114,GRANITE,235,,Barren,0,10.96746002,0.0227,28.83569389,0.311362396,4.892319156,10.08158334,1.256263339,44.19088524,12.96815908,151.75031,50.22607319,215.3919036,41.99348659,434.7436851,70.52195238,1618.912395,10545.57409,360.751546,327.7890333
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / GUANGDONG PROVINCE / GUIDONG BATHOLITH - LUXI INTRUSION,24.5,114,GRANITE,235,,Barren,0,13.04895224,0.0236,53.85416475,0.208937898,3.851319452,7.449964767,1.009967621,31.10857778,9.302309705,105.2548484,36.63994004,161.3246657,32.11183545,340.6229099,56.99795635,1193.190632,10096.52286,537.2531327,555.0533594
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / GUANGDONG PROVINCE / GUIDONG BATHOLITH - LUXI INTRUSION,24.5,114,GRANITE,235,,Barren,0,9.923590259,0.0343,27.22278696,0.177199337,2.891548827,5.502763426,0.865950975,26.01842946,8.65426076,99.98534511,35.33772976,156.5973707,31.19850568,337.475182,55.19814261,1140.157432,11131.66412,323.8425472,247.7148775
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / GUANGDONG PROVINCE / GUIDONG BATHOLITH - LUXI INTRUSION,24.5,114,GRANITE,235,,Barren,0,4.448434174,0.127241534,7.621950151,0.0723,1.081178797,2.97003905,0.231018104,17.09083594,7.771482639,104.9217078,41.44637859,213.2605396,48.09302052,546.566192,94.21005237,1461.200922,13243.00922,970.1517563,132.8534234
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / GUANGDONG PROVINCE / GUIDONG BATHOLITH - LUXI INTRUSION,24.5,114,GRANITE,235,,Barren,0,3.133323266,0.0203,13.03971961,0.072081999,1.426827747,3.07945679,0.507966307,18.61076022,6.305894672,76.19887239,29.22043918,132.8520751,27.3521274,282.3489102,48.96958831,917.1613671,10704.84415,227.7270266,132.5619995
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / GUANGDONG PROVINCE / GUIDONG BATHOLITH - LUXI INTRUSION,24.5,114,GRANITE,235,,Barren,0,10.31859929,0.070993779,9.867962454,0.413705277,7.364890625,12.18556307,1.181624333,49.90288994,13.50274978,134.0003367,41.90033902,166.421781,30.29071802,301.2230273,47.32047287,1314.437959,10814.49535,559.9685409,399.6730086
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / GUANGDONG PROVINCE / GUIDONG BATHOLITH - LUXI INTRUSION,24.5,114,GRANITE,235,,Barren,0,6.95235422,0.0798,26.94917833,0.111967831,1.600442989,2.311253753,1.304472263,19.11964951,7.470638855,100.4127178,42.5847919,216.748618,48.37925779,557.1308802,101.6445694,1417.01409,9961.825878,94.54140625,61.38731046
[21362] GAO PENG (2016),CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / GUANGDONG PROVINCE / GUIDONG BATHOLITH - LUXI INTRUSION,24.5,114,GRANITE,235,,Barren,0,12.94100505,0.151721937,13.73873827,0.178759005,2.738896151,4.53555109,0.494130265,22.51511166,7.85836472,95.64616458,34.02344244,157.4665621,31.94990212,334.4333908,55.09371516,1119.563634,10908.48751,983.4515888,353.4531609
